ID,Restaurant,Address,Time,Price,District,PriceH,PriceL,Rating,ReviewCount
140,Bánh Canh Cua - Trần Khắc Chân,"87 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM",,30.000 - 55.000,Quận 1,55000,30000,6.652,100
141,Xù Food - Kimbap & Mì Trộn,"135/30 Trần Hưng Đạo, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,10.000 - 155.000,Quận 1,155000,10000,7.428571428571429,7
142,Mỳ Ý Spaghetti To Go - Trần Hưng Đạo,"393/9 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",,25.000 - 95.000,Quận 1,95000,25000,5.86,100
143,Cô Nga - Bún Thịt Nướng & Gỏi Cuốn,"TK29/15 Nguyễn Cảnh Chân, P. Cầu Kho, Quận 1, TP. HCM",,7.000 - 30.000,Quận 1,30000,7000,7.126315789473685,19
144,Cháo Sườn Chú Chen - Nguyễn Trãi,"281 - 283 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,35.000 - 79.000,Quận 1,79000,35000,7.1739999999999995,100
145,Bún Thịt Nướng Kiều Bảo - Đề Thám,"139 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",,10.000 - 25.000,Quận 1,25000,10000,5.271428571428571,70
146,Cơm Tấm Phúc Lộc Thọ - 236 Đinh Tiên Hoàng,"236 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 22:15,32.000 - 139.000,Quận 1,139000,32000,6.567741935483871,31
147,TOUS les JOURS - Hai Bà Trưng,"180 Hai Bà Trưng, Quận 1, TP. HCM",,30.000 - 66.000,Quận 1,66000,30000,6.848,100
148,Cơm Chay Diệu Vy - Đề Thám,"61 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",06:00 - 21:00,15.000 - 35.000,Quận 1,35000,15000,7.6,1
149,Emy - Trái Cây Tươi Và Ăn Vặt - Nguyễn Trãi,"212A/A37 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,19.000 - 79.000,Quận 1,79000,19000,8.04054054054054,74
150,Bready Bánh Mì Tươi - Burger Đĩa Bay - Mạc Đĩnh Chi,"62 Mạc Đĩnh Chi, P. Đakao, Quận 1, TP. HCM",,40.000 - 66.000,Quận 1,66000,40000,6.414,100
151,Cháo Trắng & Cháo Đậu HP - Phạm Viết Chánh,"112 Phạm Viết Chánh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,5.000 - 25.000,Quận 1,25000,5000,7.6,21
152,Chè Hoa - Trần Cao Vân,"15 Trần Cao Vân, P. Đakao, Quận 1, TP. HCM",,10.000 - 20.000,Quận 1,20000,10000,7.316666666666666,24
153,Cơm Gà Hải Nam - Calmette,"205-207 Calmette, P. Nguyễn Thái Bình, Quận 1, TP. HCM",,50.000 - 100.000,Quận 1,100000,50000,5.534,100
154,Bigbro Korean Hotdog,"85 Hồ Tùng Mậu, P. Bến Nghé, Quận 1, TP. HCM",,50.000 - 50.000,Quận 1,50000,50000,7.577999999999999,100
155,Thành Đạt - Hủ Tíu Nam Vang - Cô Bắc,"34 Cô Bắc, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 23:59,35.000 - 50.000,Quận 1,50000,35000,6.01,100
156,Cơm Tấm Kiều Giang - Trần Quang Khải,"192E Trần Quang Khải, Quận 1, TP. HCM",,28.000 - 55.000,Quận 1,55000,28000,6.036666666666666,60
157,Yến Lan - Bún Thịt Nướng & Bánh Hỏi,"Đối Diện 111 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",,25.000 - 35.000,Quận 1,35000,25000,6.292857142857143,28
158,Bún Riêu Gánh Bến Thành - Lê Thánh Tôn,"163 Lê Thánh Tôn, P. Bến Thành, Quận 1, TP. HCM",,35.000 - 40.000,Quận 1,40000,35000,5.786516853932584,89
159,Bánh Mì Chim Chạy - Thịt Nướng Than,"Cổng Chính chợ Thái Bình, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,17.000 - 20.000,Quận 1,20000,17000,7.75,100
160,ANA FOODS - Dimsum & Cơm Gà - Nguyễn Thị Minh Khai,"18B/17 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",,23.000 - 48.000,Quận 1,48000,23000,8.113636363636363,44
161,Súp Cua Bông - Mạc Đĩnh Chi,"59C Mạc Đĩnh Chi, Quận 1, TP. HCM",06:10 - 21:00,17.000 - 25.000,Quận 1,25000,17000,9.742,100
162,Bún Bò Huế Đông Ba - Since 1998,"207B Nguyễn Văn Thủ, P. Đa Kao, Quận 1, TP. HCM",06:00 - 21:00,38.000 - 55.000,Quận 1,55000,38000,2.85,20
163,Bánh Mì Chim Chạy - 11/4 Nguyễn Thị Minh Khai,"11/4 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:00 - 22:00,20.000 - 72.000,Quận 1,72000,20000,7.8,1
164,Bún Riêu Cô Hương Béo - Nguyễn Thị Minh Khai,"19B Nguyễn Thị Minh Khai , P. Bến Nghé, Quận 1, TP. HCM",,15.000 - 80.000,Quận 1,80000,15000,4.425,8
165,Busan Korean Food - Món Hàn Quốc - Nguyễn Thái Học,"45/4 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,30.000 - 270.000,Quận 1,270000,30000,7.7,4
166,Chivago Chicken - Gà Rán Hàn Quốc & Bia - Nguyễn Thái Học,"161 Nguyễn Thái Học, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,100.000 - 500.000,Quận 1,500000,100000,8.534883720930232,86
168,QUÁN BÚN BÒ & PHỞ CÔ SÁU - Nguyễn Trãi,"214/C40 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,10.000 - 90.000,Quận 1,90000,10000,9.6,1
169,Quán No - Bún Đậu Mắm Tôm,"26/24/24 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,40.000 - 70.000,Quận 1,70000,40000,8.862,100
170,Giò Chả Minh Châu - Lý Tự Trọng,"238 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",06:00 - 17:55,100.000 - 330.000,Quận 1,330000,100000,5.725714285714286,35
171,Bonchon Chicken Vietnam - Lý Tự Trọng,"43 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",,25.000 - 250.000,Quận 1,250000,25000,7.895238095238096,42
172,Bánh Mì 611 - Lương Hữu Khánh,"9A Lương Hữu Khánh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,25.000 - 60.000,Quận 1,60000,25000,9.715384615384615,26
173,Cháo Sườn Cô Giang - Cô Giang,"185 Cô Giang, P. Cô Giang, Quận 1, TP. HCM",,10.000 - 40.000,Quận 1,40000,10000,10.0,1
174,Cơm Ngon Hà Nội - 131 Nguyễn Du,"131 Nguyễn Du, P. Bến Thành, Quận 1, TP. HCM",,11.000 - 25.000,Quận 1,25000,11000,8.192592592592591,27
175,Bún Thái Hải Sản - Vân Trường - Trần Quang Khải,"102/2 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",,35.000 - 60.000,Quận 1,60000,35000,7.8,1
176,Xôi Làng Nghề - Chuẩn Vị Bắc - Nguyễn Thị Minh Khai,"11E Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:20 - 20:30,20.000 - 50.000,Quận 1,50000,20000,8.0,1
177,Bánh Cuốn Ba Miền - Trần Quang Khải,"205 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",00:00 - 23:59,33.000 - 45.000,Quận 1,45000,33000,5.964705882352941,17
178,Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,"127 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 19:45,30.000 - 55.000,Quận 1,55000,30000,5.694,100
179,Cơm Tấm Sườn Que - Nguyễn Thị Minh Khai,"15M Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",,20.000 - 200.000,Quận 1,200000,20000,8.2,1
180,Burger King - Phạm Ngũ Lão,"275 - 277 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,80.000 - 121.000,Quận 1,121000,80000,6.52,50
181,Quán Ngon - Bún Chả Hà Nội & Đặc Sản Vùng Miền - Đề Thám,"209 Đề Thám, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,0 - 0,Quận 1,0,0,8.3,2
182,Thanh Thành Đạt - Hủ Tiếu Nam Vang - 43 Đinh Tiên Hoàng,"43 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 22:00,35.000 - 50.000,Quận 1,50000,35000,6.783333333333334,24
183,Thế Giới Donut - Hai Bà Trưng,"210 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM",,12.000 - 33.000,Quận 1,33000,12000,7.497999999999999,100
184,Cơm Gà Xối Mỡ Su Su,"117/1D Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,28.000 - 44.000,Quận 1,44000,28000,5.916,100
185,Gà Rán KFC - Trịnh Văn Cấn - Nguyễn Thái Học,"35 Trịnh Văn Cấn, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,30.000 - 88.000,Quận 1,88000,30000,6.817391304347827,46
186,Hồng Hạnh - Bánh Cuốn & Món Huế,"17A Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:00 - 22:40,25.000 - 77.000,Quận 1,77000,25000,5.4239999999999995,100
187,Cu Sữa - Tré Trộn,"59 Nguyễn Du, P. Bến Nghé, Quận 1, TP. HCM",,20.000 - 50.000,Quận 1,50000,20000,6.980645161290322,31
188,Phở Hà - Hải Triều - Since 1990,"19 Hải Triều, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 23:59,45.000 - 60.000,Quận 1,60000,45000,4.836363636363637,11
189,DODO PIZZA - Trần Hưng Đạo,"147A Trần Hưng Đạo, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,68.000 - 525.000,Quận 1,525000,68000,10.0,1
190,Bò Kho Cô Mai - Since 1984 - Nguyễn Thị Minh Khai,"25 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",,10.000 - 50.000,Quận 1,50000,10000,8.033846153846154,65
191,Phở Phú Vương - Nguyễn Thái Bình,"120 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Quận 1, TP. HCM",06:00 - 21:30,50.000 - 80.000,Quận 1,80000,50000,6.361111111111111,36
192,Cá Viên Chiên - Lương Hữu Khánh,"33A Lương Hữu Khánh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,20.000 - 55.000,Quận 1,55000,20000,6.296,100
193,Phá Lấu Lì - Sương Nguyệt Ánh,"1A Sương Nguyệt Ánh, P. Bến Thành, Quận 1, TP. HCM",,30.000 - 110.000,Quận 1,110000,30000,5.73,100
194,Bánh Canh Cua Út Thảo - Lê Thánh Tôn,"171 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",,30.000 - 300.000,Quận 1,300000,30000,9.3,2
195,The Pizza Company - Nguyễn Thái Học,"105 - 107 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,100.000 - 250.000,Quận 1,250000,100000,7.12,100
196,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh,"171 Cống Quỳnh, Quận 1, TP. HCM",,5.000 - 15.000,Quận 1,15000,5000,7.25,100
197,Vina Chuối - Huỳnh Thúc Kháng,"25 Huỳnh Thúc Kháng, P. Bến Nghé, Quận 1, TP. HCM",,8.000 - 8.000,Quận 1,8000,8000,7.151515151515151,33
198,MANMARU - Ẩm Thực Nhật Bản - Mạc Đĩnh Chi,"71 Mạc Đĩnh Chi, P. Đa Kao, Quận 1, TP. HCM",,150.000 - 300.000,Quận 1,300000,150000,7.882000000000001,100
199,Cô Thủy - Bánh Tráng Nướng,"4 Đường Số 4, P. Bình An, Thành Phố Thủ Đức, TP. HCM",,10.000 - 35.000,Quận 2,35000,10000,7.1,10
200,Cơm Vịt Quay Hồng Kông,"199M Nguyễn Văn Hưởng, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,30.000 - 60.000,Quận 2,60000,30000,8.0,2
201,Nhà Hàng Ẩm Thực Quê Nhà - Trần Não,"168 Trần Não, P. An Khánh, Quận 2, TP. HCM",,25.000 - 150.000,Quận 2,150000,25000,8.297872340425531,47
230,Cơm Xá Xíu Thượng Hạng 88 - Thân Văn Nhiếp,"62 Thân Văn Nhiếp, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,30.000 - 50.000,Quận 2,50000,30000,1.0,1
262,Xích Ký - Bánh Mì & Bánh Hỏi Heo Quay - Lương Đình Của,"360 Lương Đình Của, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,15.000 - 40.000,Quận 2,40000,15000,10.0,1
273,Shop KEM - Bánh Tráng Trộn & Ăn Vặt - Đường Số 10,"9 Đường Số 10, P. Bình An, Quận 2, TP. HCM",,10.000 - 100.000,Quận 2,100000,10000,10.0,1
286,Ẩm Thực Thường Nhật,"18 - 20 Đường số 28, Khu Đô Thị An Phú - An Khánh, P. An Phú, Quận 2, TP. HCM",,25.000 - 85.000,Quận 2,85000,25000,1.0,4
295,Fruit Land - Trái Cây Hộp Cắt Sẵn,"Shophouse Sarimi B1 - 00.08, Khu Đô Thị Sala, 10 Mai Chí Thọ, P. An Lợi Đông, Quận 2, TP. HCM",,40.000 - 60.000,Quận 2,60000,40000,10.0,1
296,Chăm Pa Quán - Phở Hà Nội,"40 Song Hành, P. An Phú, Quận 2, TP. HCM",,10.000 - 80.000,Quận 2,80000,10000,1.1,2
306,Cháo Ếch Chị Em - Nguyễn Thị Định,"196 Nguyễn Thị Định, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,5.000 - 140.000,Quận 2,140000,5000,7.371428571428572,14
307,KAZAMA - Japanese Fusion Restaurant,"14B15 Đường Thảo Điền, P. Thảo Điền, Quận 2, TP. HCM",,200.000 - 300.000,Quận 2,300000,200000,8.950000000000001,44
309,Quán Ăn 1976 - Món Ngon Vị Bắc - Đường Số 20,"2 Đường Số 20 Trần Não, Quận 2, TP. HCM",,10.000 - 100.000,Quận 2,100000,10000,6.449999999999999,8
310,FEURO - International Food - Đường Số 47,"51 Đường Số 47, P. Thảo Điền, Quận 2, TP. HCM",,40.000 - 350.000,Quận 2,350000,40000,9.8,2
311,Marduk - Korean Restaurant - An Phú,"11 Thái Thuận, Phường An Phú, Quận 2, TP. HCM",,0 - 0,Quận 2,0,0,8.75,8
313,DuHo - Lẩu 7 Tầng,"25/3 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 300.000,Quận 2,300000,20000,8.879999999999999,5
314,Summer Crab - Xuân Thủy,"28 Xuân Thuỷ, P. Thảo Điền, Quận 2, TP. HCM",,30.000 - 1.262.000,Quận 2,1262000,30000,9.0,2
315,Kungfu Chicken - The Vista An Phú,"P1.04B The Vista An Phú, 628 Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",,35.000 - 335.000,Quận 2,335000,35000,7.8,3
316,Á Châu - Gà Muối Xông Khói - Shop Online - Nguyễn Duy Trinh,"383 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",,25.000 - 140.000,Quận 2,140000,25000,8.440000000000001,5
317,Home Kitchen - Nhà Hàng Giá Phải Chăng Cho Bữa Ăn Gia Đình - Đường F,"I34 Đường F, P. An Phú, Quận 2, TP. HCM",,25.000 - 500.000,Quận 2,500000,25000,8.433333333333334,6
319,Phở Bò Hà Nội Since 1981,"460 Nguyễn Thị Định, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",,40.000 - 250.000,Quận 2,250000,40000,10.0,1
320,Trái Cây Tô Bảo Bối,"6 Nguyễn Tư Ngiêm, P. Bình Trưng Tây, Quận 2, TP. HCM",,15.000 - 40.000,Quận 2,40000,15000,8.4,1
321,Gosu Sushi,"74 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 200.000,Quận 2,200000,50000,8.65,4
322,Bún Đậu Anh Em - Nguyễn Duy Trinh,"480 Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM",,20.000 - 140.000,Quận 2,140000,20000,7.2,3
323,Quán Bún Bò Hai Quân - Trần Lựu,"142 Trần Lựu, P. An Phú, Quận 2, TP. HCM",,40.000 - 70.000,Quận 2,70000,40000,9.8,1
325,Chicken Story - Gà Chiên Hàn Quốc - Song Hành,"467A Song Hành, P. An Phú, Quận 2, TP. HCM",,60.000 - 300.000,Quận 2,300000,60000,8.899999999999999,2
326,Nhà Hàng Sành Quán - Món Ngon Lạ,"22 Song Hành, Quận 2, TP. HCM",,20.000 - 100.000,Quận 2,100000,20000,7.7250000000000005,8
328,"Bà Tư Huế - Bún Bò, Phở Bò & Lẩu Bò","65 Nguyễn Tư Nghiêm, P. Bình Trưng Tây, Quận 2, TP. HCM",,35.000 - 250.000,Quận 2,250000,35000,8.8,2
329,Ớt Xanh 1 - Cháo Ếch Singapore,"Nhà Số 15 Đường 31D, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,20.000 - 150.000,Quận 2,150000,20000,5.666666666666667,3
330,The Black Banh - Fresh Juicy Burgers,"35 Võ Trường Toản, P. An Phú, Quận 2, TP. HCM",,10.000 - 142.000,Quận 2,142000,10000,7.866666666666666,3
333,Nhà Hàng Cơm Niêu Sài Gòn - Xuân Thủy,"75 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,150.000 - 500.000,Quận 2,500000,150000,7.688888888888889,9
334,Bếp Chị Ba - Cơm Gà Hải Nam,"23B Lê Văn Miến, P. Thảo Điền, Quận 2, TP. HCM",,10.000 - 80.000,Quận 2,80000,10000,9.200000000000001,3
335,Phở Hotpot - Vincom Mega Mall Thảo Điền,"Tầng 4, Lầu 4 Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,30.000 - 55.000,Quận 2,55000,30000,7.442105263157895,19
336,La Vita Bakery - Thảo Điền,"73 Thảo Điền, Quận 2, TP. HCM",,10.000 - 500.000,Quận 2,500000,10000,7.3428571428571425,7
337,Phở Ông Tây,"16/9 Nguyễn Văn Hưởng, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,20.000 - 50.000,Quận 2,50000,20000,8.26,10
338,Hokkaido Baked Cheese Tart - Estella Place,"Tầng 4, Estella Place, L4-29B, 88 Song Hành, P. An Phú, Quận 2, TP. HCM",,29.000 - 189.000,Quận 2,189000,29000,7.8307692307692305,13
339,Cocorico - Gà Nướng Pháp Rotisserie - Đường F,"134 Đường F, P. An Phú, Quận 2, TP. HCM",,59.000 - 329.000,Quận 2,329000,59000,7.71,100
340,Bún Bò Huế Hạnh - Lương Định Của,"76 Lương Định Của, P. An Khánh, Thành Phố Thủ Đức, TP. HCM",,30.000 - 35.000,Quận 2,35000,30000,7.7371428571428575,35
341,Bob Chef - Nhà Hàng Hàn Quốc - Lexington Residence,"LA - 0104 Lexington Residence, 67 Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",,80.000 - 450.000,Quận 2,450000,80000,7.533333333333334,3
343,Cơm Gà Xối Mỡ 1A - Cơm Gà Xối Mỡ - Lương Định Của,"1A Lương Định Của, P. Bình An, Quận 2, TP. HCM",,0 - 0,Quận 2,0,0,7.2,2
344,Vợ Chồng A Food - Cơm Văn Phòng - Trương Văn Bang,"128 Trương Văn Bang, P. Thạch Mỹ Lợi, Quận 2, TP. HCM",,20.000 - 50.000,Quận 2,50000,20000,8.2,1
345,Cugini - Italian Restaurant,"19 Trần Ngọc Diện, P. Thảo Điền, Quận 2, TP. HCM",,100.000 - 500.000,Quận 2,500000,100000,9.0,1
346,Zone - Gaming Lounge & Coffee,"23 Đường Số 7, P. An Phú, Quận 2, TP. HCM",,20.000 - 50.000,Quận 2,50000,20000,7.584615384615384,13
347,Mì Quảng Mỹ Sơn - Đường 22,"3 Đường 22, P. An Phú, Quận 2, TP. HCM",,55.000 - 99.000,Quận 2,99000,55000,6.933333333333334,3
349,Nhớ Mãi Quán - Cơm Chiên & Mì Xào - Quốc Hương,"44 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,30.000 - 35.000,Quận 2,35000,30000,8.6,2
350,"Quán O Hảo - Bánh Canh, Bánh Bèo & Bánh Đúc Nóng - Đường Số 14","64 Đường Số 14, P. An Khánh, Thành Phố Thủ Đức, TP. HCM",,6.000 - 25.000,Quận 2,25000,6000,1.2,1
352,The Vintage Emporium Cafe - Thảo Điền,"1 Đường Số 39, P. Thảo Điền, Quận 2, TP. HCM",,40.000 - 100.000,Quận 2,100000,40000,7.675,16
353,A&T Food - Shop Online,"109 Đường Số 8, P. Bình An, Quận 2, TP. HCM",,10.000 - 150.000,Quận 2,150000,10000,7.0,3
354,Bros Steak - Bò Sốt & Mì Ý - Đường Số 39,"178 Đường Số 39, P. Bình Trưng Tây, Quận 2, TP. HCM",,15.000 - 49.000,Quận 2,49000,15000,6.7,4
355,Dookki Food Truck,"628C Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",,7.000 - 159.000,Quận 2,159000,7000,6.485714285714286,7
356,Red - Vegetarian Food & Drink - The Sun Avenue,"00-28 Tháp S3 The Sun Avenue, 28 Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",,18.000 - 320.000,Quận 2,320000,18000,8.4,2
358,Louisiana Famous Fried Chicken - Trần Não,"102 Trần Não, P. Bình An, Quận 2, TP. HCM",,39.000 - 200.000,Quận 2,200000,39000,7.199999999999999,2
359,Ngọc Linh Quán - Đặc Sản Dê Ninh Bình,"47/1 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,15.000 - 450.000,Quận 2,450000,15000,6.2,5
360,Lẩu Công Chúa - Vincom Mega Mall Thảo Điền,"Tầng 5, Gian Hàng F5B - Red Pot Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 200.000,Quận 2,200000,50000,6.3090909090909095,11
361,Kem Ý Gelato Puppy & Cesar - Đường Số 46,"19 Đường Số 46, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,27.000 - 164.000,Quận 2,164000,27000,7.625,24
362,Bún Sạch - Bò Tươi,"59 Vũ Tông Phan, P. An Phú, Quận 2, TP. HCM",,30.000 - 100.000,Quận 2,100000,30000,8.066666666666666,3
363,Thiên Ân Quán - Cơm Văn Phòng,"86A Song Hành, P. An Phú, Quận 2, TP. HCM",,25.000 - 50.000,Quận 2,50000,25000,7.6,1
364,Mr. Singh - Nhà Hàng Ấn Độ,"152 Nguyễn Văn Hưởng, P. Thảo Điền, Quận 2, TP. HCM",,30.000 - 200.000,Quận 2,200000,30000,6.742857142857143,7
365,Korean Food & Mexican Chicken,"573 Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM",,10.000 - 300.000,Quận 2,300000,10000,5.7,2
366,Bếp Nhà Thỏ - Foods & Drink - Xuân Thủy,"83 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 450.000,Quận 2,450000,20000,6.5,2
367,Terrace Cafe - Vincom MegaMall,"Tầng 1, Tầng 1, 161 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 300.000,Quận 2,300000,50000,7.0,2
369,O Ry - Bún Bò Huế,"39A Lê Văn Thịnh, P. Bình Trưng Đông, Quận 2, TP. HCM",,35.000 - 45.000,Quận 2,45000,35000,5.2,2
370,Hà Ký - Hủ Tiếu Mì Tàu,"5 Nguyễn Quý Đức, P. An Phú, Quận 2, TP. HCM",,45.000 - 55.000,Quận 2,55000,45000,7.0,4
371,Cheesecake Ngon - Lê Văn Miến,"23B Lê Văn Miến, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,20.000 - 55.000,Quận 2,55000,20000,7.712000000000001,100
376,Mì Ơi - Mì Tươi - Quốc Hương,"14E Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,60.000 - 115.000,Quận 2,115000,60000,5.0,1
378,Cơm Nhà O Sim,"311 - I8 Đường E, P. An Phú, Quận 2, TP. HCM",,30.000 - 45.000,Quận 2,45000,30000,10.0,1
379,Hai Chị Em - Hamburger & Mì Ý,"8/15 Đường Số 49B, P. Thảo Điển, Quận 2, TP. HCM",,79.000 - 200.000,Quận 2,200000,79000,10.0,3
380,Gánh - Bún Bò Huế & Bún Riêu,"86 Song Hành, P. An Phú, Quận 2, TP. HCM",,40.000 - 60.000,Quận 2,60000,40000,4.0,2
381,Cơm Tấm Sườn Cây 999 - Trần Não,"160 Trần Não, P. An Khánh, Quận 2, TP. HCM",,0 - 0,Quận 2,0,0,3.4,1
382,Baba's Kitchen - Ẩm Thực Ấn Độ - Lê Văn Miến,"35 Lê Văn Miến, P. Thảo Điền, Quận 2, TP. HCM",,15.000 - 340.000,Quận 2,340000,15000,6.666666666666667,3
383,WICOOK - Ẩm Thực Việt Nam,"251B Lương Định Của, P. An Phú, Quận 2, TP. HCM",,40.000 - 600.000,Quận 2,600000,40000,9.65,4
384,The Lien House - Món Ngon Hà Nội - The Krista Apartment,"T002 The Krista Apartment, 537 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",06:30 - 15:00 | 17:00 - 21:30,40.000 - 150.000,Quận 2,150000,40000,3.5,4
389,Bò Né 86 - Nguyễn Duy Trinh,"403 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",,20.000 - 65.000,Quận 2,65000,20000,1.0,1
393,Bánh Tráng Muối Tỏi - Cao Thắng,"32/5A Cao Thắng, P. 5, Quận 3, TP. HCM",,10.000 - 100.000,Quận 3,100000,10000,9.0,2
394,Tré Trộn Cóc Giang Hoàng - Nguyễn Thượng Hiền,"68 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,40.000 - 50.000,Quận 3,50000,40000,7.800000000000001,4
395,Bún Bò O Hương - Cách Mạng Tháng 8,"444/2/2 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",,25.000 - 35.000,Quận 3,35000,25000,7.0,2
396,Bready Bánh Mì Tươi - Burger Đĩa Bay - Bà Huyện Thanh Quan,"25 Bà Huyện Thanh Quan, P. 6, Quận 3, TP. HCM",06:15 - 20:30,10.000 - 44.000,Quận 3,44000,10000,6.992000000000001,100
397,Quán Chay Liên Yến,"7A Trần Văn Đang, P. 9, Quận 3, TP. HCM",,5.000 - 60.000,Quận 3,60000,5000,6.8,1
398,San Fu Lou - Ẩm Thực Quảng Đông - Cao Thắng,"2A Cao Thắng, P. 5, Quận 3, TP. HCM",,30.000 - 190.000,Quận 3,190000,30000,7.346,100
399,Bakes Saigon,"47B Trần Cao Vân, P. 6, Quận 3, TP. HCM",,35.000 - 700.000,Quận 3,700000,35000,7.385714285714286,14
400,Ốc Hút Chụt Chụt,"306/27 Nguyễn Thị Minh Khai, P. 5, Quận 3, TP. HCM",,38.000 - 55.000,Quận 3,55000,38000,9.24,5
401,Naked Sushi & Sashimi,"193A/6 Nam Kì Khởi Nghĩa, P. Võ Thị Sáu, Quận 3, TP. HCM",,40.000 - 200.000,Quận 3,200000,40000,7.925,56
403,Kebab Sài Gòn - Nguyễn Thượng Hiền,"9 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",06:45 - 21:10,25.000 - 45.000,Quận 3,45000,25000,6.300000000000001,52
